106020007,46
107061135,0
107061138,0
108012023,82
108020029,85
108033113,56
108060006,94
108061104,55
108061134,47
108061141,44
108061142,70
108061171,65
108061172,100
108061204,57
108061216,75
108061243,74
108061275,50
109020008,62
109061105,84
109061109,92
109061111,56
109061117,61
109061123,65
109061124,50
109061132,100
109061135,100
109061155,65
109061156,76
109061203,91
109061215,70
109061227,70
109061234,75
111063531,45
x1110045,65
